AddressRowidObject,       ParentId      ,       AddressLastModifiedTimestamp    ,       AddressTypeCode ,       AddressPreferenceTypeCode       ,       AddressLine1,AddressLine2    ,       City    ,       State   ,       PostalCode,       SoftDeleteIndicator     ,       SoftDeleteTimestamp
562,234,2014-02-14T16:02:48Z,RES,,6 Vernon Hill,,Miami,FL,33164,,
563,238,2014-10-12T11:02:26Z,MAIL,,24 Briar Crest Parkway,,Miami,FL,33153,,
564,334,2014-08-28T16:28:08Z,RES,,74253 Warbler Pass,,Fairfax,VA,22036,,
565,458,2014-05-27T00:30:33Z,RES,,1222 Forest Run Way,,Dallas,TX,75221,,
566,148,2014-04-15T12:44:25Z,MAIL,,3 Hudson Crossing,,Delray Beach,FL,33448,,
567,407,2014-09-07T15:33:30Z,RES,,0 Canary Road,,Fresno,CA,93773,,
568,284,2014-03-19T09:55:50Z,MAIL,,34 Calypso Lane,,Miami,FL,33158,,
569,161,2014-04-15T01:30:52Z,RES,,295 American Ash Pass,,Oakland,CA,94627,,
570,103,2014-02-10T14:35:54Z,MAIL,,00 Northland Drive,,Scranton,PA,18505,,
571,52,2014-09-19T07:57:23Z,RES,,0864 Debs Way,,Akron,OH,44305,,
572,874,2014-04-11T21:33:45Z,RES,,7 Fair Oaks Circle,,Las Vegas,NV,89193,,
573,454,2014-06-07T07:03:36Z,RES,,542 Upham Street,,Richmond,VA,23260,,
574,79,2014-04-06T01:44:38Z,MAIL,,9945 Merrick Crossing,,Cincinnati,OH,45254,,
575,193,2014-08-21T05:48:48Z,RES,,226 John Wall Park,,Midland,TX,79710,,
576,556,2014-11-27T03:08:46Z,MAIL,,6 Lawn Junction,,Los Angeles,CA,90010,,
577,90,2014-06-25T08:44:46Z,MAIL,,8 Bay Way,,San Diego,CA,92160,,
578,708,2014-01-23T05:25:59Z,MAIL,,3232 Barby Park,,Columbus,OH,43231,,
579,445,2014-02-05T19:51:31Z,MAIL,,89306 Darwin Way,,Cincinnati,OH,45233,,
580,852,2014-06-09T11:51:30Z,RES,,1 Northfield Pass,,Saint Petersburg,FL,33710,,
581,270,2014-07-25T00:14:13Z,RES,,49 Cambridge Road,,Pocatello,ID,83206,,
582,225,2014-02-22T20:08:46Z,MAIL,,5 Summer Ridge Alley,,Des Moines,IA,50362,,
583,881,2014-10-08T05:26:41Z,RES,,590 Kinsman Junction,,Johnstown,PA,15906,,
584,788,2014-07-03T22:56:52Z,RES,,72 Ohio Plaza,,Little Rock,AR,72204,,
585,760,2014-08-19T12:58:03Z,MAIL,,086 Calypso Alley,,Sacramento,CA,95818,,
586,506,2014-11-23T18:33:49Z,RES,,7 Valley Edge Drive,,Pittsburgh,PA,15274,,
587,323,2014-07-04T17:23:10Z,RES,,50 Blaine Plaza,,Detroit,MI,48258,,
588,603,2014-10-23T20:21:05Z,RES,,21 Huxley Parkway,,Gaithersburg,MD,20883,,
589,981,2014-11-22T11:24:05Z,RES,,460 Riverside Trail,,Louisville,KY,40233,,
590,103,2014-04-17T11:25:54Z,MAIL,,24757 Division Point,,Decatur,GA,30089,,
591,303,2014-11-03T01:19:43Z,MAIL,,32901 Lunder Pass,,Tulsa,OK,74133,,
592,475,2014-02-14T12:22:08Z,MAIL,,841 Butterfield Road,,Anaheim,CA,92805,,
593,159,2014-05-28T17:17:07Z,RES,,67 Longview Terrace,,Washington,DC,20319,,
594,626,2014-03-02T18:01:42Z,RES,,95 Towne Hill,,Hollywood,FL,33028,,
595,680,2014-04-08T15:56:18Z,RES,,46301 Transport Plaza,,San Francisco,CA,94159,,
596,587,2014-12-20T19:42:57Z,RES,,058 Walton Center,,Baton Rouge,LA,70883,,
597,479,2014-01-20T22:12:38Z,RES,,6 Sutteridge Terrace,,Mount Vernon,NY,10557,,
598,567,2014-09-07T10:05:46Z,MAIL,,95097 Darwin Court,,Appleton,WI,54915,,
599,975,2014-05-03T05:08:03Z,RES,,220 Evergreen Terrace,,Waco,TX,76705,,
600,204,2014-04-19T03:52:01Z,MAIL,,2093 Parkside Parkway,,Albuquerque,NM,87115,,
601,532,2014-03-20T15:38:40Z,MAIL,,7 Elgar Hill,,Spokane,WA,99252,,
602,163,2014-08-17T03:16:34Z,RES,,3 Vera Pass,,Iowa City,IA,52245,,
603,661,2014-03-10T11:52:57Z,RES,,780 Cambridge Trail,,Midland,TX,79710,,
604,466,2014-02-03T00:06:31Z,MAIL,,443 American Park,,Moreno Valley,CA,92555,,
605,854,2014-05-17T15:03:27Z,RES,,930 Bluejay Place,,Chicago,IL,60614,,
606,458,2014-11-27T06:11:51Z,MAIL,,1 Gulseth Pass,,Stockton,CA,95219,,
607,487,2014-05-07T13:32:01Z,MAIL,,56 Linden Terrace,,Gainesville,GA,30506,,
608,810,2014-09-12T16:25:36Z,RES,,2 Badeau Lane,,Olympia,WA,98506,,
609,893,2015-01-13T13:08:23Z,RES,,15359 Blue Bill Park Terrace,,El Paso,TX,88525,,
610,282,2014-10-12T19:44:17Z,MAIL,,7 Riverside Drive,,Baltimore,MD,21239,,
611,569,2014-11-30T20:05:13Z,MAIL,,31 Debs Court,,San Francisco,CA,94126,,
612,964,2014-06-15T02:07:46Z,MAIL,,44442 Porter Road,,Vero Beach,FL,32964,,
613,280,2014-03-01T22:17:01Z,MAIL,,42 Fremont Circle,,Omaha,NE,68179,,
614,31,2014-01-24T17:16:52Z,MAIL,,00 Declaration Terrace,,West Palm Beach,FL,33411,,
615,398,2014-04-22T18:35:40Z,RES,,44 Derek Lane,,Gainesville,FL,32605,,
616,740,2014-09-01T11:53:29Z,MAIL,,935 Oriole Street,,Saint Petersburg,FL,33715,,
617,609,2014-02-07T18:45:16Z,RES,,00800 Arrowood Road,,Fort Smith,AR,72916,,
618,439,2014-09-15T09:57:38Z,MAIL,,043 Glacier Hill Drive,,Omaha,NE,68134,,
619,366,2014-12-23T15:18:45Z,RES,,1888 Dahle Way,,Birmingham,AL,35244,,
620,751,2014-08-22T08:46:21Z,RES,,90342 Parkside Street,,Springfield,IL,62794,,
621,200,2014-03-09T20:53:15Z,MAIL,,44 Washington Street,,Oxnard,CA,93034,,
622,927,2014-03-13T00:34:02Z,RES,,86219 Derek Park,,Reading,PA,19605,,
623,353,2014-02-28T00:32:06Z,RES,,2 Sullivan Pass,,Denver,CO,80249,,
624,892,2014-03-22T21:26:31Z,MAIL,,2 Lillian Road,,Abilene,TX,79605,,
625,303,2014-11-20T09:43:05Z,RES,,9 John Wall Place,,Ridgely,MD,21684,,
626,994,2014-02-24T21:47:12Z,MAIL,,691 Everett Place,,Fort Worth,TX,76198,,
627,53,2014-06-25T12:50:01Z,RES,,308 Commercial Drive,,Little Rock,AR,72215,,
628,269,2014-05-24T15:31:30Z,RES,,356 Transport Avenue,,College Station,TX,77844,,
629,659,2014-12-07T15:39:55Z,MAIL,,62 East Trail,,New York City,NY,10045,,
630,325,2014-06-08T22:36:31Z,RES,,519 Trailsway Plaza,,San Diego,CA,92121,,
631,370,2014-06-18T20:51:06Z,RES,,3263 Nevada Plaza,,Buffalo,NY,14269,,
632,637,2014-08-26T22:35:04Z,MAIL,,74280 Armistice Avenue,,Fort Lauderdale,FL,33336,,
633,642,2014-12-03T07:02:30Z,MAIL,,43059 Weeping Birch Park,,Visalia,CA,93291,,
634,920,2014-11-10T23:40:17Z,MAIL,,5 Doe Crossing Court,,Canton,OH,44705,,
635,985,2014-12-09T18:46:31Z,RES,,83 Bunting Plaza,,Naples,FL,34108,,
636,336,2014-04-22T22:37:13Z,MAIL,,313 Dryden Street,,Flushing,NY,11388,,
637,486,2014-03-01T16:41:46Z,MAIL,,7 Sage Way,,Atlanta,GA,30356,,
638,842,2014-09-15T15:05:53Z,RES,,1936 Tomscot Street,,Detroit,MI,48224,,
639,215,2014-10-04T03:12:42Z,MAIL,,74 Porter Street,,Shawnee Mission,KS,66286,,
640,183,2014-03-16T20:32:10Z,RES,,5194 Meadow Valley Alley,,Arlington,VA,22244,,
641,171,2014-03-21T23:55:21Z,RES,,09078 Service Center,,Minneapolis,MN,55480,,
642,819,2014-06-28T21:32:02Z,MAIL,,44596 Daystar Parkway,,Houston,TX,77218,,
643,76,2014-10-31T09:58:10Z,RES,,3699 Meadow Valley Alley,,Phoenix,AZ,85020,,
644,140,2014-08-24T21:59:00Z,MAIL,,465 Brentwood Hill,,Cincinnati,OH,45208,,
645,434,2014-04-17T15:59:49Z,MAIL,,9 Independence Street,,Hagerstown,MD,21747,,
646,206,2014-04-11T01:15:39Z,RES,,805 Fairview Hill,,Rochester,NY,14639,,
647,610,2014-05-21T14:44:59Z,MAIL,,786 Charing Cross Point,,Oklahoma City,OK,73197,,
648,422,2014-03-10T19:52:37Z,RES,,9 Anhalt Way,,Stamford,CT,06912,,
649,218,2014-12-21T16:34:41Z,RES,,0 Sundown Hill,,Olympia,WA,98516,,
650,640,2014-05-17T09:58:22Z,RES,,1062 Westridge Junction,,Birmingham,AL,35263,,
651,521,2014-02-01T04:43:43Z,RES,,78 Hudson Pass,,Omaha,NE,68124,,
652,233,2014-08-13T03:31:55Z,RES,,29780 Weeping Birch Court,,Vero Beach,FL,32964,,
653,117,2014-07-29T13:00:11Z,MAIL,,4 Rockefeller Point,,Portland,OR,97271,,
654,303,2014-05-02T13:44:42Z,MAIL,,968 Ridgeview Street,,Sioux Falls,SD,57193,,
655,523,2014-07-29T03:29:17Z,MAIL,,974 Summerview Trail,,Denver,CO,80270,,
656,13,2014-09-09T19:17:47Z,MAIL,,232 Carey Terrace,,Pensacola,FL,32511,,
657,704,2014-03-19T07:59:59Z,RES,,86 Fairview Pass,,Macon,GA,31210,,
658,179,2014-03-13T13:19:33Z,MAIL,,7 Artisan Drive,,Dayton,OH,45419,,
659,991,2014-05-30T09:23:35Z,MAIL,,5197 Westend Lane,,Philadelphia,PA,19093,,
660,373,2014-03-24T03:05:03Z,MAIL,,183 Service Trail,,Omaha,NE,68164,,
661,711,2014-07-24T01:13:08Z,RES,,860 Hoard Road,,Phoenix,AZ,85025,,
662,89,2014-09-26T17:40:27Z,RES,,52 Coolidge Court,,Waltham,MA,02453,,
663,732,2014-04-26T11:08:49Z,MAIL,,73 Rowland Park,,West Palm Beach,FL,33416,,
664,967,2014-05-10T03:15:12Z,MAIL,,33 South Lane,,Miami,FL,33283,,
665,157,2015-01-04T02:04:20Z,RES,,20147 Rigney Hill,,Montgomery,AL,36125,,
666,567,2014-11-05T14:12:44Z,RES,,53165 Schurz Crossing,,Fort Worth,TX,76110,,
667,459,2014-12-20T12:51:31Z,MAIL,,1 Drewry Park,,Portland,OR,97229,,
668,124,2014-11-14T09:48:14Z,MAIL,,5 Westport Court,,Cincinnati,OH,45254,,
669,839,2014-06-02T18:17:45Z,MAIL,,6 Bunting Park,,Peoria,IL,61614,,
670,309,2014-04-14T11:23:50Z,RES,,76 Sloan Park,,Austin,TX,78703,,
671,955,2014-04-23T05:44:01Z,RES,,45 Montana Street,,Boulder,CO,80310,,
672,796,2014-06-27T23:26:53Z,RES,,9 Birchwood Drive,,Reno,NV,89595,,
673,292,2014-08-06T13:31:14Z,RES,,6 Lawn Alley,,Jeffersonville,IN,47134,,
674,656,2014-05-02T06:09:31Z,RES,,102 Schmedeman Hill,,Memphis,TN,38150,,
675,484,2014-12-16T23:51:11Z,MAIL,,871 Kinsman Alley,,Madison,WI,53779,,
676,564,2014-01-21T22:48:56Z,RES,,9257 Buell Road,,Cincinnati,OH,45264,,
677,948,2014-10-28T02:47:20Z,RES,,83 Almo Junction,,Houston,TX,77228,,
678,241,2014-03-23T04:58:09Z,MAIL,,37574 Acker Trail,,Louisville,KY,40220,,
679,942,2014-02-02T11:04:25Z,MAIL,,5371 Straubel Park,,Reno,NV,89505,,
680,415,2015-01-05T13:08:06Z,MAIL,,993 Vera Street,,New York City,NY,10150,,
681,148,2014-06-03T20:01:19Z,RES,,98765 Holmberg Trail,,Paterson,NJ,07544,,
682,749,2014-10-19T14:24:28Z,MAIL,,062 Daystar Court,,Santa Cruz,CA,95064,,
683,647,2014-06-12T19:16:01Z,RES,,16 Mallard Road,,West Palm Beach,FL,33421,,
684,918,2014-01-24T10:50:24Z,RES,,5173 Delladonna Crossing,,Vancouver,WA,98682,,
685,668,2014-06-13T13:32:27Z,RES,,132 Hauk Avenue,,Houston,TX,77212,,
686,851,2014-12-07T11:26:55Z,RES,,25 Main Court,,San Antonio,TX,78235,,
687,846,2014-04-07T14:25:24Z,MAIL,,3330 Kim Avenue,,Salt Lake City,UT,84105,,
688,995,2014-01-29T03:33:36Z,RES,,0 Bayside Drive,,Houston,TX,77276,,
689,633,2014-08-13T05:56:15Z,RES,,22033 Manitowish Parkway,,Albany,GA,31704,,
690,869,2014-08-09T15:27:29Z,MAIL,,5 Barby Trail,,Springfield,IL,62794,,
691,654,2014-11-22T12:16:11Z,MAIL,,610 Utah Parkway,,Nashville,TN,37228,,
692,500,2014-03-31T14:26:18Z,MAIL,,9 Swallow Point,,Omaha,NE,68110,,
693,91,2014-04-02T11:56:23Z,RES,,63 Texas Hill,,Schenectady,NY,12325,,
694,136,2014-03-10T13:08:25Z,RES,,4980 Calypso Avenue,,Philadelphia,PA,19196,,
695,403,2014-10-21T13:42:46Z,RES,,84 Farwell Street,,Buffalo,NY,14215,,
696,29,2014-08-14T00:23:08Z,MAIL,,5 Namekagon Point,,Charlotte,NC,28205,,
697,807,2014-07-11T14:24:33Z,MAIL,,86 Reinke Terrace,,Troy,MI,48098,,
698,463,2014-04-16T16:34:22Z,MAIL,,30070 Nancy Street,,Richmond,VA,23228,,
699,970,2014-06-29T01:59:43Z,MAIL,,2 Kingsford Plaza,,El Paso,TX,79928,,
700,550,2014-10-11T22:45:05Z,RES,,741 Sherman Place,,Delray Beach,FL,33448,,
701,99,2014-06-26T01:29:46Z,RES,,5595 Hintze Drive,,New York City,NY,10009,,
702,736,2014-08-03T04:52:52Z,RES,,3860 Forest Circle,,Fresno,CA,93750,,
703,563,2014-03-21T14:57:53Z,MAIL,,06612 Riverside Plaza,,Albany,NY,12242,,
704,317,2014-06-13T16:05:21Z,RES,,706 Springview Street,,Chicago,IL,60619,,
705,519,2014-05-02T08:37:55Z,MAIL,,4 Charing Cross Court,,Sacramento,CA,94245,,
706,803,2014-11-26T11:44:12Z,RES,,7815 Oak Valley Point,,Jackson,MS,39204,,
707,675,2014-11-25T16:14:30Z,MAIL,,49671 Roxbury Point,,Austin,TX,78737,,
708,962,2014-07-12T19:32:56Z,MAIL,,70 Judy Park,,Boise,ID,83705,,
709,882,2014-06-13T03:35:47Z,MAIL,,5 Mayer Road,,Shreveport,LA,71166,,
710,644,2014-12-24T08:43:42Z,MAIL,,0625 La Follette Hill,,New Orleans,LA,70174,,
711,142,2014-03-15T03:32:32Z,RES,,77609 Gulseth Plaza,,Bakersfield,CA,93399,,
712,763,2014-01-26T19:17:01Z,RES,,5 Petterle Road,,Vienna,VA,22184,,
713,913,2014-12-24T03:03:49Z,MAIL,,0 Spenser Way,,Paterson,NJ,07522,,
714,839,2014-11-13T03:23:15Z,RES,,7 Pearson Court,,Tucson,AZ,85720,,
715,942,2014-04-28T05:44:47Z,RES,,56 Clarendon Trail,,Alexandria,VA,22333,,
716,516,2014-12-12T14:53:06Z,RES,,459 Melvin Street,,Columbus,OH,43240,,
717,877,2014-02-18T05:26:46Z,MAIL,,61025 Homewood Avenue,,Winter Haven,FL,33884,,
718,692,2014-06-28T08:20:28Z,MAIL,,96 Golf Course Park,,Columbus,OH,43240,,
719,487,2014-12-23T06:31:30Z,MAIL,,98 Dakota Way,,Albuquerque,NM,87121,,
720,536,2014-08-16T17:52:52Z,RES,,0792 Declaration Junction,,Washington,DC,20420,,
721,177,2014-10-02T19:35:02Z,RES,,9 Esch Alley,,Nashville,TN,37215,,
722,659,2014-11-28T10:02:31Z,MAIL,,48 Novick Park,,Buffalo,NY,14210,,
723,794,2014-07-19T21:19:22Z,RES,,45465 Goodland Drive,,Santa Ana,CA,92725,,
724,113,2014-03-21T00:27:05Z,RES,,533 Amoth Alley,,Boston,MA,02109,,
725,940,2014-07-20T01:56:30Z,MAIL,,0 Mallard Way,,Boston,MA,02109,,
726,417,2014-10-20T18:54:05Z,RES,,3894 Fairview Road,,Montpelier,VT,05609,,
727,597,2014-10-07T13:27:13Z,MAIL,,2610 Arrowood Road,,Tacoma,WA,98417,,
728,582,2014-08-25T11:04:36Z,MAIL,,9 Mcbride Hill,,Alhambra,CA,91841,,
729,267,2014-12-04T03:55:25Z,RES,,04 Sunfield Hill,,Dallas,TX,75379,,
730,222,2014-09-06T06:35:49Z,RES,,60887 Leroy Point,,Hollywood,FL,33023,,
731,611,2014-09-29T05:10:53Z,RES,,06669 Homewood Point,,Petaluma,CA,94975,,
732,248,2014-03-08T23:48:44Z,MAIL,,91 Badeau Circle,,Portland,OR,97232,,
733,292,2014-02-19T20:35:59Z,MAIL,,0083 Kedzie Street,,Lincoln,NE,68505,,
734,274,2014-10-02T21:22:41Z,RES,,42 Chive Junction,,Lima,OH,45807,,
735,349,2014-03-04T22:15:38Z,MAIL,,76660 Dottie Center,,Brooklyn,NY,11241,,
736,861,2014-09-03T08:13:38Z,MAIL,,4620 Bonner Avenue,,Washington,DC,20520,,
737,775,2014-08-16T01:26:10Z,RES,,2144 Del Mar Hill,,Huntington,WV,25775,,
738,117,2014-05-05T22:13:39Z,RES,,307 Sutherland Park,,Daytona Beach,FL,32118,,
739,540,2014-05-23T04:46:48Z,MAIL,,3308 Anzinger Drive,,Amarillo,TX,79118,,
740,485,2014-06-03T10:18:22Z,MAIL,,058 Oak Valley Place,,Buffalo,NY,14210,,
741,634,2014-05-19T22:41:28Z,MAIL,,33947 Rusk Drive,,Brooklyn,NY,11236,,
742,977,2014-08-04T18:19:18Z,RES,,217 Portage Park,,Washington,DC,20268,,
743,210,2014-02-25T17:17:34Z,MAIL,,94337 Bashford Place,,Hartford,CT,06160,,
744,689,2014-08-21T06:53:52Z,MAIL,,505 Nelson Park,,Hattiesburg,MS,39404,,
745,881,2014-04-05T21:43:25Z,MAIL,,0 Green Ridge Parkway,,New York City,NY,10024,,
746,755,2014-02-06T08:07:20Z,MAIL,,8425 Macpherson Park,,Colorado Springs,CO,80940,,
747,769,2014-03-17T02:01:12Z,MAIL,,558 Leroy Way,,New Orleans,LA,70129,,
748,438,2015-01-07T15:38:23Z,RES,,37492 Arrowood Avenue,,Des Moines,IA,50347,,
749,757,2014-11-02T02:56:28Z,RES,,01283 Calypso Crossing,,Athens,GA,30610,,
750,269,2014-02-12T03:29:47Z,RES,,56600 Dexter Street,,Atlanta,GA,30358,,
751,750,2014-12-27T10:08:33Z,MAIL,,657 Continental Avenue,,Scottsdale,AZ,85255,,
752,479,2014-07-18T21:37:54Z,RES,,9588 Trailsway Alley,,Atlanta,GA,30311,,
753,468,2014-01-29T18:29:48Z,RES,,720 Fairfield Street,,Orange,CA,92668,,
754,203,2014-03-07T03:54:57Z,RES,,9381 Clemons Pass,,Buffalo,NY,14276,,
755,59,2014-07-16T04:46:25Z,RES,,4045 Dovetail Parkway,,Brooklyn,NY,11231,,
756,742,2014-08-31T08:13:52Z,RES,,83624 Graedel Circle,,Nashville,TN,37240,,
757,427,2014-12-03T22:50:52Z,RES,,3881 Menomonie Avenue,,Detroit,MI,48295,,
758,404,2014-02-14T14:37:08Z,RES,,921 Straubel Court,,West Hartford,CT,06127,,
759,922,2014-08-27T08:42:58Z,RES,,90962 Ludington Road,,El Paso,TX,79923,,
760,4,2015-01-12T09:11:40Z,RES,,82577 Ludington Plaza,,Tacoma,WA,98411,,
761,213,2014-08-19T08:39:58Z,RES,,98 Loeprich Trail,,Charlottesville,VA,22908,,
762,181,2014-02-14T05:53:56Z,MAIL,,450 Morningstar Plaza,,Evanston,IL,60208,,
763,602,2014-05-15T07:32:07Z,RES,,7 Kingsford Alley,,Colorado Springs,CO,80920,,
764,572,2014-06-17T14:44:07Z,RES,,4 Summerview Trail,,Houston,TX,77260,,
765,353,2014-12-26T07:10:25Z,MAIL,,1 Grover Place,,Mount Vernon,NY,10557,,
766,852,2014-07-01T06:26:50Z,MAIL,,70 West Parkway,,Saint Joseph,MO,64504,,
767,708,2014-04-19T13:29:43Z,RES,,97470 Mayfield Center,,Peoria,IL,61651,,
768,441,2014-05-11T04:01:56Z,RES,,34 Golden Leaf Trail,,El Paso,TX,79955,,
769,900,2014-04-17T14:43:10Z,RES,,60437 Bunting Place,,Riverside,CA,92519,,
770,909,2014-12-21T05:43:00Z,RES,,118 Oriole Circle,,Honolulu,HI,96840,,
771,77,2014-04-07T07:35:37Z,MAIL,,39038 School Terrace,,El Paso,TX,79934,,
772,50,2014-09-03T03:44:40Z,MAIL,,39 Westridge Court,,Littleton,CO,80126,,
773,718,2014-04-27T07:41:49Z,MAIL,,397 Melody Pass,,Los Angeles,CA,90055,,
774,200,2014-08-31T02:56:30Z,MAIL,,7 Morningstar Terrace,,Baltimore,MD,21275,,
775,304,2014-06-04T08:42:57Z,MAIL,,31062 Macpherson Point,,Bakersfield,CA,93386,,
776,761,2014-02-24T02:06:39Z,RES,,2544 Banding Lane,,Honolulu,HI,96835,,
777,809,2014-05-21T15:27:45Z,MAIL,,837 Kenwood Drive,,Grand Rapids,MI,49510,,
778,245,2014-01-22T02:11:40Z,MAIL,,30 Superior Center,,San Antonio,TX,78250,,
779,179,2014-05-31T11:17:28Z,MAIL,,6 Rusk Street,,Minneapolis,MN,55480,,
780,137,2014-02-24T15:32:12Z,RES,,0 Scofield Trail,,Miami,FL,33261,,
781,633,2014-06-07T18:27:48Z,RES,,292 Warbler Park,,Huntington,WV,25716,,
782,282,2014-10-18T05:39:44Z,MAIL,,6250 Mosinee Alley,,Memphis,TN,38109,,
783,761,2014-12-31T16:32:06Z,MAIL,,822 Pleasure Park,,Tulsa,OK,74170,,
784,10,2014-04-29T21:44:32Z,RES,,5 Little Fleur Lane,,Lexington,KY,40515,,
785,720,2014-06-05T14:02:33Z,RES,,810 Manley Avenue,,San Francisco,CA,94177,,
786,326,2014-04-28T01:15:54Z,RES,,476 Pond Hill,,Spring,TX,77388,,
787,359,2014-07-22T07:26:14Z,MAIL,,3 Walton Avenue,,Augusta,GA,30905,,
788,313,2014-07-20T16:38:38Z,MAIL,,91 Weeping Birch Junction,,South Bend,IN,46614,,
789,317,2014-08-01T09:34:01Z,MAIL,,88681 Oneill Parkway,,Chicago,IL,60609,,
790,401,2014-11-12T03:24:15Z,MAIL,,288 La Follette Street,,El Paso,TX,79994,,
791,42,2014-04-21T00:25:59Z,RES,,74588 Glendale Street,,Harrisburg,PA,17121,,
792,229,2014-11-13T09:28:55Z,RES,,933 Meadow Ridge Circle,,Sacramento,CA,94280,,
793,400,2014-04-08T08:31:45Z,MAIL,,6 Spenser Court,,Richmond,VA,23260,,
794,891,2014-05-05T06:24:09Z,MAIL,,7 Redwing Place,,West Palm Beach,FL,33421,,
795,992,2014-04-12T19:42:10Z,RES,,4 2nd Terrace,,Portland,ME,04109,,
796,94,2014-04-29T21:07:05Z,MAIL,,2 Towne Street,,Tampa,FL,33647,,
797,554,2014-10-14T21:09:00Z,RES,,7357 Riverside Court,,Memphis,TN,38104,,
798,11,2014-10-13T19:19:57Z,RES,,11 Fallview Center,,Santa Monica,CA,90410,,
799,360,2014-08-25T02:35:38Z,MAIL,,630 Dovetail Place,,Tacoma,WA,98424,,
800,566,2015-01-01T14:15:33Z,RES,,2129 Algoma Parkway,,New York City,NY,10175,,
801,300,2014-07-03T08:56:37Z,MAIL,,5 Oak Hill,,Buffalo,NY,14263,,
802,528,2014-08-29T22:18:53Z,MAIL,,869 Kedzie Point,,Naples,FL,33961,,
803,526,2014-06-10T05:00:01Z,RES,,08 Mosinee Trail,,San Francisco,CA,94126,,
804,856,2014-02-01T21:51:30Z,MAIL,,8 Barby Lane,,New Bedford,MA,02745,,
805,37,2014-10-23T11:09:26Z,RES,,48 Huxley Road,,Dayton,OH,45432,,
806,131,2014-12-01T09:50:00Z,MAIL,,44 Basil Parkway,,Saint Paul,MN,55108,,
807,849,2014-02-25T03:53:51Z,RES,,5 Canary Plaza,,Des Moines,IA,50315,,
808,592,2014-11-04T11:30:32Z,MAIL,,00 Surrey Hill,,Lexington,KY,40576,,
809,185,2014-04-04T02:54:04Z,MAIL,,73 Springview Park,,San Antonio,TX,78205,,
810,923,2014-04-29T22:54:58Z,MAIL,,9 Carey Trail,,Muskegon,MI,49444,,
811,498,2015-01-09T23:13:14Z,MAIL,,7 Jay Hill,,Birmingham,AL,35236,,
812,479,2015-01-04T15:47:47Z,RES,,247 6th Hill,,Huntington,WV,25721,,
813,82,2014-10-03T00:38:00Z,RES,,9 Clarendon Point,,Pasadena,CA,91199,,
814,190,2014-03-03T06:13:39Z,RES,,11 Waubesa Court,,Fort Wayne,IN,46814,,
815,727,2014-11-18T06:21:05Z,RES,,14722 Emmet Hill,,Washington,DC,20392,,
816,237,2015-01-08T12:52:58Z,RES,,9 Fordem Junction,,Columbus,GA,31904,,
817,497,2014-02-18T03:26:39Z,RES,,32519 Melby Trail,,Everett,WA,98206,,
818,787,2014-03-03T06:43:36Z,RES,,2367 Moose Street,,Saint Louis,MO,63158,,
819,779,2014-11-22T09:32:43Z,MAIL,,5668 Cascade Junction,,Columbus,OH,43268,,
820,414,2014-01-18T21:50:47Z,MAIL,,494 Ridge Oak Hill,,West Palm Beach,FL,33416,,
821,570,2014-09-14T03:25:47Z,RES,,0 Roth Place,,Columbus,GA,31998,,
822,501,2014-06-01T09:29:00Z,RES,,4777 Swallow Parkway,,El Paso,TX,79934,,
823,432,2014-11-10T21:22:44Z,RES,,7 Banding Pass,,Port Charlotte,FL,33954,,
824,453,2014-06-18T03:43:48Z,MAIL,,6507 Marquette Junction,,Port Charlotte,FL,33954,,
825,103,2014-06-03T18:08:31Z,RES,,953 Packers Terrace,,El Paso,TX,88558,,
826,500,2014-12-26T12:41:19Z,RES,,62854 Morrow Place,,Houston,TX,77223,,
827,490,2014-10-12T09:44:30Z,MAIL,,8850 Nova Alley,,Augusta,GA,30911,,
828,962,2014-10-07T15:52:57Z,RES,,65427 Loomis Junction,,Memphis,TN,38126,,
829,885,2014-10-28T01:14:21Z,MAIL,,4693 Anthes Avenue,,Jacksonville,FL,32236,,
830,239,2014-11-12T20:56:12Z,MAIL,,62922 Golf View Crossing,,Indianapolis,IN,46247,,
831,840,2014-03-21T03:54:58Z,MAIL,,5 Anniversary Crossing,,El Paso,TX,79911,,
832,338,2014-12-28T00:57:21Z,RES,,12 Oak Valley Circle,,Albany,NY,12222,,
833,872,2014-09-04T02:31:21Z,MAIL,,274 Becker Pass,,Wichita,KS,67230,,
834,731,2014-06-05T02:27:07Z,MAIL,,4 Straubel Avenue,,Brooklyn,NY,11247,,
835,798,2014-01-27T10:22:55Z,MAIL,,32083 Redwing Point,,San Antonio,TX,78205,,
836,254,2014-04-21T10:12:21Z,MAIL,,40 Linden Point,,Colorado Springs,CO,80935,,
837,132,2014-05-09T00:56:42Z,MAIL,,57 Northwestern Drive,,Port Washington,NY,11054,,
838,188,2014-02-25T19:59:35Z,RES,,49 Miller Plaza,,Los Angeles,CA,90035,,
839,664,2014-02-28T16:29:34Z,MAIL,,224 Glacier Hill Pass,,New York City,NY,10029,,
840,322,2014-04-18T14:46:02Z,RES,,47 Carpenter Crossing,,Carson City,NV,89706,,
841,199,2014-09-27T22:05:10Z,MAIL,,60 Barnett Avenue,,Denton,TX,76205,,
842,900,2014-12-28T11:50:21Z,MAIL,,91744 Iowa Junction,,El Paso,TX,88535,,
843,732,2014-12-16T19:25:54Z,MAIL,,80109 Lake View Trail,,Dayton,OH,45403,,
844,830,2014-07-27T00:28:06Z,MAIL,,08 Ludington Lane,,Seattle,WA,98121,,
